,age_group,education,country,music,artist_name,featured_artists,avg_plays_per_user,song_age,user_favorite_genre,user_genre_diversity,user_genre_affinity,energy_acousticness_ratio
11377,Elderly, High School , Urban ,The Feeling,Justin Bieber,"Natanael Cano, Hollywood Undead",205.0,24, Christian/Gospel,1,205.0,0.36435842895442033
11378,Adult, Graduate , Urban ,Rather Be (feat. Jess Glynne),Clean Bandit,"The Beach Boys, Enrique Iglesias, Marilyn Manson, BLACKPINK",490.5,24, R&B,2,588.0,1.5027465358325747
11379,Adult, Graduate , Urban ,Body Movin' - 2009 Digital Remaster;,Beastie Boys,"bbno$, Gustavo Mioto",490.5,26, R&B,2,393.0,1.5730464437409757
11380,Senior, Middle School , Urban ,This Is What You Came For,Calvin Harris,"MAGIC!, 2 Chainz, Mr. Probz, Breaking Benjamin",95.5,8,Pop,2,1.0,4.658291433877933
11381,Senior, Middle School , Urban ,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,"Harry Styles, Post Malone, OMI, Romeo Santos, Laura Pausini",95.5,12,Pop,2,190.0,4.281086365602554
11382,Adult, Middle School , Non-Urban ,What the Hell,Avril Lavigne,"Akon, MAGIC!, Dua Lipa",376.6666666666667,24,Dance/Electronic,2,125.0,0.017370204369136225
11383,Adult, Middle School , Non-Urban ,Damage,Future,"Selena Gomez, Bonez MC, The Jackson 5, Casper Magico",376.6666666666667,24,Dance/Electronic,2,1005.0,0.8554690681575324
11384,Adult, Middle School , Non-Urban ,Restart,Sam Smith,"A$AP Ferg, Jaden, Halsey, Disturbed",376.6666666666667,24,Dance/Electronic,2,1005.0,1.0684470507861121
11385,Teen, Graduate , Non-Urban ,Knee Deep (feat. Jimmy Buffett),Zac Brown Band,"RAYE, Ludovico Einaudi, Willy William, benny blanco",157.0,24,Jazz,1,157.0,0.3441036120915654
11386,Young Adult, Graduate , Urban ,Gimme Three Steps,Lynyrd Skynyrd,"ODESZA, Simon & Garfunkel, Internet Money",241.66666666666666,51, Classical,6,1.0,1.3730973682649803
11387,Young Adult, Graduate , Urban ,Just Hold On,Steve Aoki,"Ella Fitzgerald, Johnny Cash, Summer Cem, Willy William",241.66666666666666,8, Classical,6,1.0,243.34197301776163
11388,Young Adult, Graduate , Urban ,Kiss Me,Ed Sheeran,"Ninho, Sade, Max Richter",241.66666666666666,13, Classical,6,101.0,2.176689047562073
11389,Young Adult, Graduate , Urban ,goosebumps,Travis Scott,"EXO, The Strokes, Joan Sebastian",241.66666666666666,8, Classical,6,687.0,8.595041220837766
11390,Young Adult, Graduate , Urban ,Fade Away,Logic,"Milky Chance, Falling In Reverse, Disturbed, Céline Dion, Aya Nakamura",241.66666666666666,9, Classical,6,451.0,0.28098709156117346
11391,Young Adult, Graduate , Urban ,Black Magic Woman,Fleetwood Mac,"Snoop Dogg, Depeche Mode, Train, Chayanne, B.o.B",241.66666666666666,24, Classical,6,209.0,0.5781142334958104
11392,Teen, Graduate , Urban ,F*ck Up Some Commas,Future,"John Newman, Max Richter, Diplo, KISS",1181.0,9,Hip-Hop,1,1181.0,18.823086871330617
11393,Young Adult, Undergraduate , Non-Urban ,Mess Around,Cage The Elephant,"Brantley Gilbert, Maggie Lindemann, Avicii",1005.0,24, Country,2,1137.0,78.23528754325315
11394,Young Adult, Undergraduate , Non-Urban ,What Do I Know?,Ed Sheeran,"Sam Hunt, Skepta, Olly Murs, Mr. Probz",1005.0,7, Country,2,873.0,1.771366767807916
11395,Adult, Undergraduate , Non-Urban ,The Weekend,SZA,"Madison Beer, Dave, Audioslave",692.0,7,RnB,1,692.0,1.1500969341636353
11396,Adult, Graduate , Non-Urban ,Dwamn,Tech N9ne,"BØRNS, Young the Giant, Oliver Tree, Jaden, Wiz Khalifa",440.3333333333333,24, Soul,2,1320.0,1.3977882965535204
11397,Adult, Graduate , Non-Urban ,"Touchin, Lovin (feat. Nicki Minaj)",Trey Songz,"Ludovico Einaudi, Greeicy, Natiruts",440.3333333333333,24, Soul,2,1320.0,1.3735099151220498
11398,Adult, Graduate , Non-Urban ,Mercy,Shawn Mendes,2 Chainz,440.3333333333333,24, Soul,2,1.0,1.8839572376727571
11399,Elderly, Undergraduate , Urban ,Send My Love (To Your New Lover),Adele,"Gera MX, Mambo Kingz, Nicki Nicole, Olivia Rodrigo, Ben&Ben",561.0,24, Folk/Acoustic,1,1122.0,0.12219827884575227
11400,Elderly, Undergraduate , Urban ,Humble And Kind,Tim McGraw,"Jonas Blue, Depeche Mode",561.0,9, Folk/Acoustic,1,1122.0,0.16790358457750837
11401,Senior, High School , Non-Urban ,High Stakes,Bryson Tiller,"Wolfgang Amadeus Mozart, SEVENTEEN, Metallica, Lil Dicky, Vance Joy",1.0,24, Folk/Acoustic,1,1.0,1.6457463776593548
11402,Young Adult, Graduate , Non-Urban ,Built My Legacy (feat. Offset),Kodak Black,Selena Gomez,804.0,24, Jazz,1,804.0,0.36434540084971645
11403,Teen, High School , Urban ,Most Girls,Hailee Steinfeld,"Bea Miller, John Denver",446.75,24, Dance/Electronic,4,945.0,0.5397962328099133
11404,Teen, High School , Urban ,Something Just Like This - Alesso Remix,The Chainsmokers,"Salmo, Sum 41",446.75,24, Dance/Electronic,4,581.0,0.8210855688435403
11405,Teen, High School , Urban ,I Like It,Enrique Iglesias,"Nelly, BØRNS, Gorillaz",446.75,14, Dance/Electronic,4,1.0,0.5522601422915103
11406,Teen, High School , Urban ,It's A Vibe,2 Chainz,"Passenger, alt-J, Wham!, Los Enanitos Verdes",446.75,7, Dance/Electronic,4,260.0,14.06274399586256
11407,Teen, Graduate , Non-Urban ,Throw Sum Mo,Rae Sremmurd,"Sia, Lil Wayne, MARINA, Mc Don Juan",1.0,9,Hip-Hop,1,1.0,0.8745344342045095
11408,Young Adult, Undergraduate , Non-Urban ,Obsesion,Aventura,Zara Larsson,131.5,22, Hip-Hop,2,88.0,0.062253159553680805
11409,Young Adult, Undergraduate , Non-Urban ,Toxic,Britney Spears,"KAROL G, Ellie Goulding",131.5,21, Hip-Hop,2,175.0,1.3273239716891028
11410,Adult, Undergraduate , Non-Urban ,Welcome To The Jungle,Guns N' Roses,"Khalid, OneRepublic, Paul McCartney",943.0,37, Classical,1,943.0,40.59574295337264
11411,Adult, Middle School , Urban ,Make 'em Believe,Kevin Gates,"U2, Tungevaag, Simple Plan, Blur, Justin Timberlake",760.0,24,Dance/Electronic,1,760.0,0.161243405134952
11412,Elderly, Middle School , Non-Urban ,Fly Me To The Moon,Frank Sinatra,"Sabrina Carpenter, Arizona Zervas",1592.0,24,Classical,1,1592.0,12.381814910765558
11413,Adult, Undergraduate , Non-Urban ,Crooked Young,Bring Me The Horizon,"Bee Gees, Mc Don Juan",472.0,11, Folk/Acoustic,1,472.0,795.1606490639928
11414,Senior, Graduate , Urban ,Bonfire,Childish Gambino,George Michael,1.0,24,Underground Rap,1,1.0,1.1268410912936238
11415,Elderly, Undergraduate , Urban ,Offended (feat. Young Thug & 21 Savage),Meek Mill,"Nacho, Thirty Seconds To Mars",20.0,24,Underground Rap,1,20.0,6.416025277015655
11416,Elderly, Graduate , Urban ,Hello Friday (feat. Jason Derulo),Flo Rida,"The Smiths, 2 Chainz",690.6666666666666,24, Classical,3,133.0,0.7090274091825345
11417,Elderly, Graduate , Urban ,Buffalo Soldier,Bob Marley & The Wailers,"Hans Zimmer, Pusha T",690.6666666666666,24, Classical,3,344.0,0.9740184517533418
11418,Elderly, Graduate , Urban ,Strange Clouds (feat. Lil Wayne) - feat. Lil Wayne,B.o.B,"Machine Gun Kelly, Troye Sivan",690.6666666666666,12, Classical,3,1595.0,0.8486342107942786
11419,Young Adult, Middle School , Urban ,Close,Nick Jonas,beabadoobee,611.0,8,Hip-Hop,1,611.0,0.21085099369674215
11420,Teen, High School , Urban ,Electric Love,BØRNS,"Dalex, YUNGBLUD",534.6666666666666,9, Dance/Electronic,3,1.0,146.77713687345545
11421,Teen, High School , Urban ,Don't Stop (Color on the Walls),Foster The People,"Gusttavo Lima, Cosculluela",534.6666666666666,13, Dance/Electronic,3,844.0,2.512521284441166
11422,Teen, High School , Urban ,Wet Dreamz,J. Cole,"Daddy Yankee, Jack Johnson, Johnny Cash, Thalia, Tech N9ne",534.6666666666666,10, Dance/Electronic,3,759.0,1.4948977357399045
11423,Senior, Undergraduate , Non-Urban ,On My Mind,Ellie Goulding,"Brent Faiyaz, Rels B",1.0,9, Pop,1,1.0,2.7325581289435728
11424,Young Adult, Middle School , Urban ,wokeuplikethis*,Playboi Carti,"Bibi und Tina, Fleetwood Mac, Taylor Swift",1.0,7,Underground Rap,1,1.0,0.2704744428886414
11425,Elderly, Undergraduate , Urban ,Earned It (Fifty Shades Of Grey),The Weeknd,"Van Halen, Panic! At The Disco, Ella Fitzgerald, Ludovico Einaudi, A$AP Rocky",355.0,24, Folk/Acoustic,1,355.0,2.356262900032136
11426,Elderly, Graduate , Urban ,I Will Always Love You,Whitney Houston,"Aminé, Alanis Morissette, Lil Durk, Nat King Cole, Plan B",30.0,32,Emo,1,30.0,1.1982163905687782
11427,Adult, High School , Urban ,London Bridge,Fergie,Eric Church,291.0,18, Christian/Gospel,2,410.0,0.5733996636518002
11428,Senior, Graduate , Non-Urban ,Red Ragtop,Tim McGraw,RÜFÜS DU SOL,61.0,22, Folk/Acoustic,1,61.0,0.7511155691796314
11429,Young Adult, Middle School , Urban ,By Myself,Linkin Park,"Gym Class Heroes, Martin Solveig, Jack Ü",189.0,24,Jazz,2,1.0,54.67835937553454
11430,Young Adult, Middle School , Urban ,On Hold,The xx,"Ninho, Will Smith, Junior H",189.0,24,Jazz,2,377.0,0.06631296094271409
11431,Teen, Undergraduate , Urban ,Avian,Mac Miller,Felix Jaehn,1592.0,24,Hip-Hop,1,1592.0,1.2795134668699626
11432,Teen, Undergraduate , Non-Urban ,Cinderella (feat. Ty Dolla $ign),Mac Miller,"Dire Straits, Måneskin, Galantis, Dierks Bentley, Migos",621.6666666666666,8,Classical,3,931.0,4.226914094870567
11433,Teen, Undergraduate , Non-Urban ,Skinny Love,Birdy,The Smiths,621.6666666666666,13,Classical,3,126.0,0.6358360263061852
11434,Teen, Undergraduate , Non-Urban ,White Christmas (Duet With Shania Twain),Michael Bublé,"Wesley Safadão, KSI",621.6666666666666,24,Classical,3,808.0,0.06359272199394864
11435,Young Adult, High School , Urban ,Tearin' up My Heart - Radio Edit,*NSYNC,"Major Lazer, Seeb, Anitta, TOMORROW X TOGETHER, Mac DeMarco",314.0,27, Hip-Hop,1,942.0,8.76399785838431
11436,Young Adult, High School , Urban ,On The Floor,Jennifer Lopez,Cardi B,314.0,24, Hip-Hop,1,942.0,0.3872632895612915
11437,Young Adult, High School , Urban ,81,Yo Gotti,"XXXTENTACION, Gotye, Ezhel, Jhay Cortez",314.0,24, Hip-Hop,1,942.0,3.4886187286922725
11438,Senior, High School , Non-Urban ,Either Way,Chris Stapleton,"Miley Cyrus, ZAYN, TOMORROW X TOGETHER, Jason Derulo, Os Barões Da Pisadinha",1.0,24, Folk/Acoustic,1,1.0,1.8307490779229108
11439,Young Adult, Graduate , Urban ,Pull Up (feat. Lil Uzi Vert),Wiz Khalifa,"Oliver Tree, Disney, Zion & Lennox",60.0,24, Dance/Electronic,3,1.0,0.6930142363488282
11440,Young Adult, Graduate , Urban ,Best Friend,Young Thug,"Ben&Ben, Zac Brown Band",60.0,9, Dance/Electronic,3,178.0,1.0893240837733082
11441,Young Adult, Graduate , Urban ,Don't Forget About Us,Mariah Carey,"The Pussycat Dolls, Mötley Crüe, Hillsong UNITED, Wesley Safadão, Lily Allen",60.0,24, Dance/Electronic,3,1.0,0.6072136968536327
11442,Teen, High School , Urban ,Knockin' On Heaven's Door,Guns N' Roses,"Dolly Parton, Pabllo Vittar, Lil Nas X, Sufjan Stevens, Dimitri Vegas & Like Mike",174.5,24, R&B,2,348.0,0.537627333602866
11443,Teen, High School , Urban ,Radioactive,Imagine Dragons,"G-Eazy, Kiiara, Beastie Boys, Lady Gaga, R. Kelly",174.5,24, R&B,2,1.0,1.1742273366712104
11444,Young Adult, Middle School , Urban ,Rude Boy,Rihanna,"Taylor Swift, Rae Sremmurd",148.0,24,Hip-Hop,1,148.0,0.5374184032713958
11445,Adult, High School , Non-Urban ,Ackrite,Dr. Dre,"Jennifer Lopez, Dennis Lloyd, Offset",203.0,24, R&B,1,203.0,0.4756806918073636
11446,Adult, High School , Non-Urban ,Peace On Earth / The Little Drummer Boy,Bing Crosby,"Selena Gomez, Danna Paola, Armin van Buuren",1.0,24, Country,1,1.0,1.0860643858240537
11447,Senior, High School , Non-Urban ,Sk8er Boi,Avril Lavigne,"Evaluna Montaner, Eladio Carrion",35.0,24, Hip-Hop,3,1.0,0.949923279607627
11448,Teen, High School , Non-Urban ,Blood - Live,Pearl Jam,"Nelly Furtado, Bastille, Bryson Tiller",543.5,24, Dance/Electronic,2,1086.0,0.7455548545469094
11449,Teen, High School , Non-Urban ,Lucky,Jason Mraz,"Samra, Baby Keem, Giveon, Tee Grizzley",543.5,16, Dance/Electronic,2,1.0,1.4081632605164514
11450,Teen, High School , Urban ,All Of The Lights,Kanye West,"Adele, Christian Nodal, Arizona Zervas",261.0,14,Rap,1,261.0,0.16560205742284215
11451,Elderly, High School , Non-Urban ,Piece by Piece,Kelly Clarkson,"Avenged Sevenfold, Nina Simone, Steve Lacy, TWICE, KAROL G",627.0,24, Classical,1,627.0,0.4147307665266155
11452,Elderly, Undergraduate , Non-Urban ,Up Down (Do This All Day),T-Pain,"Ski Mask The Slump God, Summer Walker, Bastille, Zé Neto & Cristiano, 24kGoldn",1.0,10, Jazz,1,1.0,1.5310694312217004
11453,Teen, Graduate , Urban ,Anaconda,Nicki Minaj,"Chayanne, Fergie, Lionel Richie, La Arrolladora Banda El Limón De Rene Camacho",1.0,10,Jazz,1,1.0,0.034884496462018744
11454,Teen, Middle School , Urban ,Freedom,Pitbull,"Mike Perry, Kevin Gates, Becky Hill, Dermot Kennedy, Steve Lacy",1090.0,24,Hip-Hop,1,1090.0,0.5459171821382024
11455,Senior, Middle School , Non-Urban ,Marry Me,Jason Derulo,"LIT killah, Ozuna, Céline Dion, AJ Tracey",609.6666666666666,11,Emo,3,905.0,0.023128300458025542
11456,Senior, Middle School , Non-Urban ,Numb,Linkin Park,"NEFFEX, Carlos Rivera, The Cure, Lupe Fiasco, Florence + The Machine",609.6666666666666,21,Emo,3,923.0,187.60865486768373
11457,Senior, Middle School , Non-Urban ,What You Doin,Gucci Mane,Calibre 50,609.6666666666666,24,Emo,3,1.0,2.909623258704896
11458,Teen, Graduate , Non-Urban ,Pullin Up (feat. The Weeknd),Meek Mill,"Swae Lee, Río Roma, The Pussycat Dolls, Rex Orange County, Jax Jones",270.6666666666667,24,Hip-Hop,2,295.0,1.4313290031478538
11459,Teen, Graduate , Non-Urban ,YOUTH,Troye Sivan,"Bibi und Tina, Van Morrison",270.6666666666667,9,Hip-Hop,2,517.0,2.948033117165647
11460,Teen, Graduate , Non-Urban ,Purple Yellow Red and Blue,Portugal. The Man,"Arijit Singh, Brent Faiyaz, Tate McRae",270.6666666666667,11,Hip-Hop,2,517.0,0.5629748875314785
11461,Elderly, Graduate , Urban ,Me Llamas (feat. Maluma) - Remix,Piso 21,Machine Gun Kelly,1.0,8, Folk/Acoustic,1,1.0,0.8180906413707402
11462,Senior, Middle School , Non-Urban ,Holiday/Boulevard Of Broken Dreams,Green Day,"Calibre 50, Blake Shelton, My Chemical Romance, Tee Grizzley",217.33333333333334,20, Blues,3,2.0,1254.9298104251739
11463,Teen, Middle School , Non-Urban ,Right Round - feat. Ke$ha,Flo Rida,"Chelsea Cutler, Wolfgang Amadeus Mozart, Kontra K",307.0,15,Classical,1,307.0,2.1901844378949553
11464,Senior, Undergraduate , Urban ,Get Your Shine On,Florida Georgia Line,Morgan Wallen,1188.0,12, Classical,1,1188.0,0.03744423367514899
11465,Senior, Middle School , Urban ,Man! I Feel Like A Woman!,Shania Twain,"Maluma, Dalex, Post Malone",202.0,24,Classical,1,202.0,2.2151213827860294
11466,Senior, Undergraduate , Urban ,Doin' What She Likes,Blake Shelton,"Lalo Ebratt, Lily Allen, The 1975",1.0,24, Classical,1,1.0,1.414492824650447
11467,Adult, Undergraduate , Urban ,The Recipe - Bonus Track,Kendrick Lamar,"Justin Quiles, RÜFÜS DU SOL, RAF Camora, DNCE",700.3333333333334,12, Jazz,3,1.0,0.8852809176784918
11468,Adult, Undergraduate , Urban ,Fake Love,Drake,"Matuê, Gavin James, Mora, Chris Stapleton, Cage The Elephant",700.3333333333334,7, Jazz,3,472.0,1.1522399529854865
11469,Teen, Middle School , Urban ,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",Ty Dolla $ign,"Alessia Cara, WILLOW, ZHU, Daniel Caesar, James TW",1.0,10,RnB,1,1.0,1.4999999931818182
11470,Senior, High School , Urban ,Lost At Sea,Zedd,Meek Mill,129.0,24, Classical,1,129.0,32.226719343047805
11471,Senior, High School , Non-Urban ,Weston Road Flows,Drake,"Lil Durk, Elvis Presley, Måneskin, Sido, DJ Luian",327.0,8, Jazz,1,654.0,0.9857088570716868
11472,Senior, High School , Non-Urban ,You're Lost,Lil Uzi Vert,Desiigner,327.0,24, Jazz,1,654.0,15.894871694846545
11473,Young Adult, Undergraduate , Urban ,Shake Your Bon-Bon,Ricky Martin,"YOASOBI, Lil Mosey, Dread Mar I, Andy Grammer",22.0,25, Metal,1,22.0,0.33414045690060923
11474,Teen, Middle School , Non-Urban ,Scream,Usher,"Los Enanitos Verdes, Carlos Rivera, Sting",501.5,24, Folk/Acoustic,2,1.0,0.13668948218061955
11475,Teen, High School , Non-Urban ,Riser,Dierks Bentley,"The Neighbourhood, Sting, Audioslave",810.3333333333334,24, Hip-Hop,3,1.0,0.03525961176817373
11476,Teen, High School , Non-Urban ,Gimme Three Steps,Lynyrd Skynyrd,"Carly Rae Jepsen, Jonas Blue, Bizarrap",810.3333333333334,51, Hip-Hop,3,191.0,2.9212383582900725
11477,Senior, High School , Non-Urban ,Undo,The 1975,"Lana Del Rey, Leona Lewis",1.0,24, Country,1,1.0,1.4912464191585808
11478,Teen, Undergraduate , Urban ,Scars,James Bay,"Kollegah, CHVRCHES, Maiara & Maraisa, Jul",315.5,24,Hip-Hop,1,631.0,1.808688765983137
11479,Teen, Undergraduate , Urban ,Thinkin Bout You,Frank Ocean,"Miley Cyrus, Leona Lewis, The Head And The Heart",315.5,12,Hip-Hop,1,631.0,0.8288508537191911
11480,Young Adult, High School , Non-Urban ,Somebody Told Me,The Killers,"League of Legends, Owl City",1.0,20, Rock,1,1.0,0.668806968364805
11481,Teen, Undergraduate , Non-Urban ,All the Pretty Girls,Kenny Chesney,"Daryl Hall & John Oates, Kevin Roldan, Alan Jackson, BØRNS",453.0,7,Classical,3,1.0,4.180475121810343
11482,Teen, Undergraduate , Non-Urban ,John Gotti,Kevin Gates,alt-J,453.0,24,Classical,3,1357.0,1.368352090261214
11483,Teen, Undergraduate , Non-Urban ,Lights - Bassnectar Remix,Ellie Goulding,Nio Garcia,453.0,13,Classical,3,1.0,0.07542045982449033
11484,Adult, Middle School , Non-Urban ,Climax,Usher,"KAROL G, Bullet For My Valentine, Mother Mother, Summer Walker",717.0,24,Dance/Electronic,2,561.0,1.4239961029749508
11485,Adult, Middle School , Non-Urban ,Adam's Song,blink-182,"Trueno, BONES, Piso 21, Ice Cube, Lost Frequencies",717.0,24,Dance/Electronic,2,873.0,0.43991080527976645
11486,Young Adult, Undergraduate , Urban ,Way Too Gone,Jeezy,"(G)I-DLE, Sean Paul, Céline Dion",1072.0,24, Dance/Electronic,1,1072.0,1.1787970805592904
11487,Teen, Middle School , Urban ,I'm The Plug,Drake,"Juan Magán, Hillsong Worship",644.5,24, Hip-Hop,2,1288.0,0.11765496915376152
11488,Teen, Middle School , Urban ,The Boys,Nicki Minaj,"Zé Neto & Cristiano, Ella Mai, LANY",644.5,24, Hip-Hop,2,1.0,0.44194927213043533
11489,Senior, Undergraduate , Non-Urban ,Time Is Running Out,Muse,Jay Chou,448.6666666666667,20, Classical,3,1.0,0.3741056389383592
11490,Senior, Undergraduate , Non-Urban ,Day One,Hans Zimmer,"M83, Nicki Minaj, System Of A Down",448.6666666666667,24, Classical,3,657.0,0.9493887668686486
11491,Senior, Undergraduate , Non-Urban ,Juicy,The Notorious B.I.G.,"Prince Royce, John Denver, Alok",448.6666666666667,30, Classical,3,688.0,1.7404255282118604
11492,Teen, High School , Non-Urban ,Juke Box Hero,Foreigner,"The Notorious B.I.G., OneRepublic, James TW",353.5,43, Dance/Electronic,2,1.0,0.23973914092690962
11493,Teen, High School , Non-Urban ,Somebody To Love - Remastered 2011,Queen,La Arrolladora Banda El Limón De Rene Camacho,353.5,24, Dance/Electronic,2,706.0,1.710800932929663
11494,Young Adult, Undergraduate , Non-Urban ,When We Were Young,Adele,Jonas Blue,1.0,24,Emo,1,1.0,0.6753382082772393
11495,Senior, Middle School , Non-Urban ,Sunset,Farruko,"Jonas Brothers, KALEO, Swedish House Mafia",1.0,9,Dance/Electronic,1,1.0,1.6133253921445152
11496,Adult, Graduate , Non-Urban ,Save Me - Remastered 2011,Queen,Lewis Capaldi,765.0,44, Dance/Electronic,2,1.0,0.2700083745299751
11497,Adult, Graduate , Non-Urban ,Look After You,The Fray,"Denzel Curry, 21 Savage, Playboi Carti",765.0,19, Dance/Electronic,2,1529.0,10.295651994858225
11498,Elderly, Undergraduate , Non-Urban ,Cheap Thrills Remix,Sia,CHVRCHES,532.0,24, Classical,2,1.0,1.506717145667207
11499,Elderly, Undergraduate , Non-Urban ,The Times They Are A-Changin',Bob Dylan,"Max Richter, Keane, Of Monsters and Men, Ghostemane",532.0,60, Classical,2,1063.0,0.4464487029916024
11500,Senior, Undergraduate , Non-Urban ,Stronger (What Doesn't Kill You),Kelly Clarkson,"Lalo Ebratt, Brett Young, Camila Cabello, MEDUZA",75.75,24, Jazz,4,1.0,1.1822615888068484
11501,Senior, Undergraduate , Non-Urban ,Aisha - Orjan Nilsen Remix,Armin van Buuren,"Gunna, Dan + Shay, Desiigner, The Doors, Lady A",75.75,24, Jazz,4,1.0,1.7726034992041197
11502,Teen, High School , Urban ,Sk8er Boi,Avril Lavigne,"Jack Johnson, Olly Murs, beabadoobee, Old Dominion, Cali Y El Dandee",32.0,24,Emo,1,32.0,2.138474371252929
11503,Teen, Undergraduate , Non-Urban ,Sweet Child O' Mine,Guns N' Roses,"Brent Faiyaz, Five Finger Death Punch, Gryffin, Electric Light Orchestra",1690.0,37,Classical,1,1690.0,10.508083019537148
11504,Adult, Middle School , Urban ,Hands On The Wheel,ScHoolboy Q,"Vance Joy, Rae Sremmurd, Skepta",1.0,12,Underground Rap,1,1.0,0.8667832109063835
11505,Elderly, Undergraduate , Non-Urban ,No Woman No Cry,Bob Marley & The Wailers,"Simple Plan, Lil Kleine, LUDMILLA, iann dior, Luke Combs",64.5,24, Classical,1,129.0,2.50453353150345
11506,Elderly, Undergraduate , Non-Urban ,Love The Way You Lie,Eminem,"NIKI, Ben&Ben, Clairo, Alessia Cara",64.5,24, Classical,1,129.0,0.022226892000674955
11507,Elderly, Graduate , Non-Urban ,Closer,The Chainsmokers,"Dua Lipa, SCH, Jowell & Randy",802.0,8, Classical,2,1529.0,1.26570048003454
